SKU,"Attribute Set Name","Acne Treatment Benefits - Quiz","Anti Aging Treatments - Quiz","Cleanser Benefits - Quiz","Discoloration Benefits - Quiz","Exfoliator Benefits - Quiz","Eye Cream Benefits - Quiz",Ingredients,"Moisturizer Benefits - Quiz","Moisturizer Fragrance - Quiz","Serum Benefits - Quiz",Size,"Skin Concern","SPF Benefits - Quiz"
10086,"Kate Somerville",,,,,,,"<p>ExfoliKate: Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)

<p>Quench Hydrating Face Serum: Cyclopentasiloxane, Dimethicone, Dimethiconol, Ethylhexyl Stearate, Cyclomethicone, Phenyl Trimethicone, Ethylhexyl Cocoate, Caprylic/Capric Triglyceride, Water/Aqua/Eau, Retinol, Sodium Ascorbate, Tocopherol, Lecithin, Glycolipids, Sodium Hyaluronate, Caprylyl Glycol

<p>Deep Tissue Repair: Water/Aqua/Eau, Stearic Acid, Cetearyl Alcohol, Ceteareth-20, Glycerin, Isopropyl Myristate, Isocetyl Stearoyl Stearate, Dimethicone, Cyclopentasiloxane, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Orbignya Oleifera Seed Oil, Cannabis Sativa Seed Oil, Squalane, Cholesterol, Urea, Sodium PCA, Cetearyl Alcohol, Macadamia Ternifolia Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Silk Powder, Tribehenin, Triethanolamine, Xanthan Gum, Butylene Glycol, Tocopheryl Acetate, Allantoin, Trehalose, Citrus Grandis (Grapefruit) Peel Oil, Ascorbyl Palmitate, Ceramide 2, PEG-10 Rapeseed Sterol, Triacetin, Copper PCA, Polyquaternium-51, Sodium Hyaluronate, Palmitoyl Oligopeptide, Disodium EDTA, Citric Acid, Sodium Benzoate, Potassium Sorbate, Chlorphenesin, Fragrance (Parfum), Hexyl Cinnamal, Butylphenyl Methyl Propional, Limonene
",,No,,Kit,Anti-Aging,
10085,"Kate Somerville",,,,,,,"<p>Detox Daily Cleanser:Water/Aqua/Eau, Sodium Laureth Sulfate, Acrylates Copolymer, Sodium Hydroxide, Cocamidopropyl Betaine, Glycerin, Polysorbate 20, Phytic Acid, Salicylic Acid, Sodium Citrate, Butylene Glycol, Citrus Reticulata (Tangerine) Peel Oil, Sodium PCA, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Cyanocobalamin, Urea, Panthenol, Glycolic Acid, Lactic Acid, Allantoin, Aloe Barbadensis Leaf Juice Powder, Sodium Riboflavin Phosphate, Citric Acid, Disodium EDTA, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Limonene                                                               
<p>Clarifying Treatment Toner: Water/Aqua/Eau, Methyl Gluceth-10, Hamamelis Virginiana (Witch Hazel) Bark/Leaf/Twig Extract, Phytic Acid, Butylene Glycol, Anthemis Nobilis Flower Water, PEG-60 Almond Glycerides, Caprylyl Glycol, Lactic Acid, Panthenol, Glycerin, Aloe Barbadensis Extract, Carbomer, Nordihydroguairetic Acid, Oleanolic Acid, Sodium Hydroxide, Sodium Benzoate, Potassium Sorbate, Disodium EDTA-Copper, Chlorphenesin    
<p>Anti Bac Clearing Lotion: 
Active Ingredient: Benzoyl Peroxide 5.0%                                                                                 
Inactive Ingredients: Water/Aqua/Eau, PPG-2 Myristyl Ether Propionate, Argania Spinosa Kernel Extract, PEG-40 Sterate, Serenoa Serrulata Fruit Extract, Sesamum Indicum (Sesame) Seed Extract, Alcohol Denat., Sorbitan Stearate, Hydrogenated Methyl Abeitate, Methyl Methacrylate Crosspolymer, Carbomer, Glyceryl Stearate, Cetyl Alcohol, Tetrasodium EDTA, Hydrogenated Lecithin, Cholesterol, Ceramide NS, Ceramide NP, Oleic Acid, Palmitic Acid, Sodium Ascorbate, Sodium Hydroxide, EDTA, Ethyhexylglycerin, Phenoxyethanol	                                      
<p>Clearing Mask: Water/Aqua/Eau, Kaolin, Cetyl Alcohol, Linum Usitatissimum (Linseed) Seed Oil, Stearic Acid, Glyceryl Stearate, Magnesium Aluminum Silicate, Glycerin, Sodium C14-16 Olefin Sulfonate, Bisabolol, Phytic Acid, Triethanolamine, Argania Spinosa Kernel Extract, Butylene Glycol, Serenoa Serrulata Fruit Extract, Sesamum Indicum (Sesame) Seed Extract, Guaiazulene, Lavandula Angustifolia (Lavender) Oil, Allantoin, PEG-60 Almond Glycerides, Caprylyl Glycol, Lecithin, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Cyclopentasiloxane, BHT, Cyclohexasiloxane, Disodium Phosphate, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Carbomer, Nordihydroguaiaretic Acid, Oleanolic Acid, Sodium Phosphate, Disodium EDTA, Sodium Benzoate, Potassium Sorbate, Chlorphenesin, Titanium Dioxide (CI 77891), Zinc Oxide (CI 77947)                            
<p>Oil Free Moisturizer: Water/Aqua/Eau, Isocetyl Stearate, Pentaerythrityl Tetracaprylate/Tetracaprate, C12-15 Alkyl Benzoate, Polyamide-5, Xylitolglucoside, Anhydroxylitol, Xylitol, Dipalmitoyl Hydroxyproline, PEG/PPG-18/18 Dimethicone, Behenyl Alcohol, Pullulan, Cetearyl Ethylhexanoate, Sodium Polyacrylate, Dimethicone, Cyclopentasiloxane, Butylene Glycol, Trideceth-6, Algae Extract, Triethanolamine, Ahnfeltia Concinna Extract, Ethylhexylglycerin, Phenoxyethanol",,No,,Kit,Acne,
10087,"Kate Somerville",,,,,,,"<p>Gentle Daily Wash: Water/Aqua/Eau, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, PEG/PPG-8/3 Diisostearate, Glycerin, Acrylates Copolymer, Silicone Quaternium-8, Saponins, Butylene Glycol, Chlorphenesin, Sodium Hydroxide, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Disodium EDTA, Potassium Sorbate, Sodium Benzoate, Salvia Officinalis (Sage) Oil, Zinc PCA, Citric Acid, Limonene, Linalool
<p>Quench: Cyclopentasiloxane, Dimethiconol, Dimethicone, Cyclomethicone, Ethylhexyl Cocoate, Phenyl Trimethicone, Lecithin, Glycolipids, Caprylyl Glycol, Ethylhexy Stearate, Phenyl Trimethicone, Water (Aqua), Sodium Hyaluronate, Caprylic/Capric Triglyceride, Sodium Ascorbate, Tocopherol, Retinol
<p>Total Vitamin: Water/Aqua/Eau, Aminopropyl Ascorbyl Phosphate, Ethylhexylglycerin, Polysorbate 20, Glycerin, Hydroxyethylcellulose, Anthemis Nobilis Flower Oil, Chamomilla Recutita (Matricaria) Flower Extract, Camellia Sinensis Leaf Extract, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Sodium Benzoate, Phospholipids, Sodium PCA, Tocopheryl Acetate, Xanthan Gum, Arginine, Glycine, Lysine, Proline, Pelargonium Graveolens Flower Oil, Sodium Hyaluronate, Citronellol, Geraniol, Limonene, Linalool                                                                                                       <p>Nourish: Water/Aqua/Eau, Cetyl Lactate, Ethylhexyl Palmitate, Glycerin, Glyceryl Stearate, PEG-100 Stearate, Butylene Glycol, Triethanolamine, Chlorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tetrahexyldecyl Ascorbate, Camellia Sinensis Leaf Extract, Carbomer, Citrus Aurantium Dulcis (Orange) Peel Oil, Lavandula Angustifolia (Lavender) Extract, Potassium Sorbate, Sodium Benzoate, Disodium EDTA, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Polysorbate 20, Retinyl Palmitate, Limonene
<p>ExfoliKate: Water/Aqua/Eau, Lactic Acid, Polyethylene, Cetearyl Alcohol,  Ceteareth-20,  Glycine Soja (Soybean) Oil, Pectin, Carica Papaya Fruit,  Lactobacillus/Pumpkin Fruit Ferment Filtrate, Aloe Barbadensis Leaf Juice, Papain, Bromelain, Tocopheryl Acetate, Retinyl Palmitate, Mel/Honey/Miel, Acetic Acid, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Geranium Maculatum Oil, Pogostemon Cablin Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Citrus Aurantium Dulcis (Orange) Oil, Cinnamomum Cassia Leaf Oil, Salicylic Acid, Dehydroxanthan Gum, Cetyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Cinnamal, Potassium Sorbate, Alcohol, Phenoxyethanol, Methylparaben, Butylparaben, Ethylparaben, Propylparaben, Citral, Limonene, Linalool, Geraniol, Citronellol, Eugenol, Benzyl Benzoate, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)",,No,,Kit,,
13015,"Kate Somerville",,,,,,,,,No,,Kit,Anti-Aging,
10107,"Kate Somerville",,,,,,,,,No,,Hardcover,,
09999,"Kate Somerville",,,,,,,,,No,,N/A,,
10128,"Kate Somerville",,,,,,,"Water/Aqua/Eau, Caprylyl Methicone, Isohexadecane, Tridecyl Trimellitate, Glycerin, Propanediol, Polysorbate 20, Sodium Hydroxide, Sodium PCA, Acrylates/ C10-30 Alkyl Acrylate Crosspolymer, Urea, Trehalose, Rosa Canina Fruit Oil, Oenothera Biennis (Evening Primrose) Oil, Persea Gratissima (Avocado) Oil, Aloe Barbadensis Extract, Chamomilla Recutita (Matricaria) Extract, Camellia Oleifera Leaf Extract, Euphrasia Officinalis Extract, Camellia Sinensis Leaf Extract, Triacetin, Polyquaternium-51, Sodium Hyaluronate, Myristoyl Pentapeptide-17, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum)",,No,,"1.7 Fl. Oz.","All Skin Types, Anti-Aging",
39004,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","Acne, Anti-Aging & Acne, Oily",
39001,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types",
39000,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","Anti-Aging, Sensitive",
39007,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","Anti-Aging, Anti-Aging & Acne, Dry",
39008,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","Anti-Aging, Dry",
39009,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","Anti-Aging, Anti-Aging & Acne, Oily",
39011,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","Anti-Aging, Dry",
39012,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.",Sensitive,
39006,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.",Acne,
39002,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
39021,"Kate Somerville",,,,,,,,,No,,No,"All Skin Types",
39013,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
39010,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
10136,"Kate Somerville",,,,,,,"Detox Daily Cleanser:<p>
Water/Aqua/Eau, Sodium Laureth Sulfate, Acrylates Copolymer, Sodium Hydroxide, Cocamidopropyl Betaine, Glycerin, Polysorbate 20, Phytic Acid, Salicylic Acid, Sodium Citrate, Butylene Glycol, Citrus Reticulata (Tangerine) Peel Oil, Sodium PCA, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Cyanocobalamin, Urea, Panthenol, Glycolic Acid, Lactic Acid, Allantoin, Aloe Barbadensis Leaf Juice Powder, Sodium Riboflavin Phosphate, Citric Acid, Disodium EDTA, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Limonene<p>
ExfoliKate Acne Clearing Exfoliating Treatment:<p>
ACTIVE INGREDIENT: Salicylic acid 0.5%<p>
INACTIVE INGREDIENTS: Water/Aqua/Eau, Dicaprylyl Carbonate, Montmorillonite, Glycerin, Distarch Phosphate, Triethanolamine, Glyceryl Stearate, 4-Terpineol, Jojoba Esters, Cetearyl Alcohol, Ceteareth-20, Polyacrylamide, Lactic Acid, Glycolic Acid, Phytic Acid, Protease, Copaifera Officinalis (Balsam Copaiba) Resin, C13-14 Isoparaffin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Carapa Guaianensis Seed Oil, Euterpe Oleracea Fruit Oil, Laureth-7, Dehydroxanthan Gum, Citrus Limon (Lemon) Peel Oil, Citrus Paradisi (Grapefruit) Peel Oil, Alcohol, Pelargonium Graveolens (Geranium) Flower Oil, Genipa Americana Fruit Extract, Ocimum Basilicum (Basil) Oil, Jasminum Officinale (Jasmine) Oil, Glycine, Carica Papaya (Papaya) Fruit Extract, Ananas Sativus (Pineapple) Fruit Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Salix Nigra (Willow) Bark Extract, Sodium Hydroxide, Ethylhexylglycerin, Phenoxyethanol, Limonene, Linalool<p>
EradiKate Acne Treatment:<p>
ACTIVE INGREDIENT: Sulfur 10%<p>
INACTIVE INGREDIENTS: IIsopropyl Alcohol, Water/Aqua/Eau, Camphor, Magnesium Aluminum Silicate, Salicylic Acid, Iron Oxides (CI 77489, CI 77491, CI 77492, CI 77499), Zinc Oxide (CI 77947)<p>
",,No,,Kit,Acne,
10135,"Kate Somerville",,,,,,,"ExfoliKate Body: Propylene Glycol,PEG-8,Aluminum Starch Octenylsuccinate,Polyethylene,Polyacrylamide, C13-14 Isoparaffin, Laureth-7,Oxidized Polyethylene,Lactic Acid,Glycolic Acid,Carica Papaya (Papaya) Fruit Extract,Papain, Lactobacillus/Pumpkin Fruit Ferment Filtrate,Caffeine,Aloe Barbadensis Leaf Juice,Ascorbyl Palmitate,Tocopheryl Acetate,Lavandula Angustifolia (Lavender) Oil,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,Sorbic Acid,Phenoxyethanol,Limonene, Linalool</p>

Somerville360°™: Water (Aqua), Propanediol, Dihydroxyacetone, Butylene Glycol, Pentylene Glycol, Tocopheryl Acetate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Cucumis Sativus (Cucumber) Fruit Extract, Ascorbic Acid, Phenoxyethanol, Benzyl Alcohol, Potassium Sorbate, Polysorbate 20, PEG-40 Castor Oil, Sodium Metabisulfite, Fragrance (Parfum), Tocopherol, Citric Acid, Citral, Coumarin, d-Limonene, Linalool</p>

SPF 55 Serum Sunscreen:<p>
ACTIVE INGREDIENTS: Octinoxate 7.5%, Oxybenzone 6%, Octisalate 5%, Avobenzone3%<p>
INACTIVE INGREDIENTS: Water, Butylene Glycol, PEG 8, Polyethylene, Silica, Dimethicone, Methyl Glucose Sesquistearate, Titanium Dioxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Kaolin, Picea Excelsa Wood Extract, Sodium Polyacrylate, Aloe Barbadensis Leaf Juice, Sodium Hydroxide, Tocopheryl Acetate, Bentonite, Disodium EDTA, Sodium Ascorbyl Phosphate, Retinyl Palmitate, Tocopherol, Phenoxyethanol, Ethylhexylglycerin, Chlorphenesin</p>
",,No,,Kit,"All Skin Types",
Acne-Regimen,Default,,,,,,,,,No,,No,,
Anti-Aging-Regimen,Default,,,,,,,,,No,,No,,
Anti-Aging-Acne-regimen,Default,,,,,,,,,No,,No,,
Sensitive-regimen,Default,,,,,,,,,No,,No,,
Oily-regimen,Default,,,,,,,,,No,,No,,
Discoloration-regimen,Default,,,,,,,,,No,,No,,
Dry-regimen,Default,,,,,,,,,No,,No,,
35099,"Kate Somerville",,,,,,,,,No,,"0.5 Fl. Oz.",,
10095_ExfoliKate,"Kate Somerville Exfoliators",,,,,"combination skin, dry skin, oily skin, very dry skin",,"Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)

",,No,,No,"Anti-Aging, Anti-Aging & Acne, Discoloration, Dry, Oily",
10053_HydraKate,"Kate Somerville Serums",,,,,,,"Water/Aqua/Eau, Cyclopentasiloxane, Dimethiconol, Sodium Hyaluronate, Ethylhexyl Cocoate, Pullulan, Sodium Hydroxide, Glycerin, Carbomer, Algae Extract, Caprylyl Glycol, Phenyl Trimethicone, Acetyl Octapeptide-3, Pentapeptide-18, Dimethicone, Glycolipids, Lecithin, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate",,No,"combination skin, dry skin, firms the appearance of skin, improves smoothness, oily skin, reduces expression lines, reduces fine lines and wrinkles",No,"Anti-Aging, Anti-Aging & Acne, Oily",
10053,"Kate Somerville Serums",,,,,,,"Water/Aqua/Eau, Cyclopentasiloxane, Dimethiconol, Sodium Hyaluronate, Ethylhexyl Cocoate, Pullulan, Sodium Hydroxide, Glycerin, Carbomer, Algae Extract, Caprylyl Glycol, Phenyl Trimethicone, Acetyl Octapeptide-3, Pentapeptide-18, Dimethicone, Glycolipids, Lecithin, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate",,No,,"1 Fl. Oz.","Anti-Aging, Anti-Aging & Acne, Oily",
10102,"Kate Somerville Serums",,,,,,,"Water/Aqua/Eau, Cyclopentasiloxane, Dimethiconol, Sodium Hyaluronate, Ethylhexyl Cocoate, Pullulan, Sodium Hydroxide, Glycerin, Carbomer, Algae Extract, Caprylyl Glycol, Phenyl Trimethicone, Acetyl Octapeptide-3, Pentapeptide-18, Dimethicone, Glycolipids, Lecithin, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate",,No,,"2 Fl. Oz.","Anti-Aging, Anti-Aging & Acne, Oily",
10010_Deep_Tissue,"Kate Somerville Moisturizers",,,,,,,"Water/Aqua/Eau, Stearic Acid, Cetearyl Alcohol, Ceteareth-20, Glycerin, Isopropyl Myristate, Isocetyl Stearoyl Stearate, Dimethicone, Cyclopentasiloxane, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Orbignya Oleifera Seed Oil, Cannabis Sativa Seed Oil, Squalane, Cholesterol, Urea, Sodium PCA, Cetearyl Alcohol, Macadamia Ternifolia Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Silk Powder, Tribehenin, Triethanolamine, Xanthan Gum, Butylene Glycol, Tocopheryl Acetate, Allantoin, Trehalose, Citrus Grandis (Grapefruit) Peel Oil, Ascorbyl Palmitate, Ceramide 2, PEG-10 Rapeseed Sterol, Triacetin, Copper PCA, Polyquaternium-51, Sodium Hyaluronate, Palmitoyl Oligopeptide, Disodium EDTA, Citric Acid, Sodium Benzoate, Potassium Sorbate, Chlorphenesin, Fragrance (Parfum), Hexyl Cinnamal, Butylphenyl Methyl Propional, Limonene

","dry skin, helps reduce redness, improves moisture barrier, improves smoothness, reduces crow's feet, reduces fine lines and wrinkles, very dry skin",No,,No,"Anti-Aging, Anti-Aging & Acne, Discoloration",
10010,"Kate Somerville Moisturizers",,,,,,,"Water/Aqua/Eau, Stearic Acid, Cetearyl Alcohol, Ceteareth-20, Glycerin, Isopropyl Myristate, Isocetyl Stearoyl Stearate, Dimethicone, Cyclopentasiloxane, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Orbignya Oleifera Seed Oil, Cannabis Sativa Seed Oil, Squalane, Cholesterol, Urea, Sodium PCA, Cetearyl Alcohol, Macadamia Ternifolia Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Silk Powder, Tribehenin, Triethanolamine, Xanthan Gum, Butylene Glycol, Tocopheryl Acetate, Allantoin, Trehalose, Citrus Grandis (Grapefruit) Peel Oil, Ascorbyl Palmitate, Ceramide 2, PEG-10 Rapeseed Sterol, Triacetin, Copper PCA, Polyquaternium-51, Sodium Hyaluronate, Palmitoyl Oligopeptide, Disodium EDTA, Citric Acid, Sodium Benzoate, Potassium Sorbate, Chlorphenesin, Fragrance (Parfum), Hexyl Cinnamal, Butylphenyl Methyl Propional, Limonene",,No,,"1 Fl. Oz.","Anti-Aging, Anti-Aging & Acne, Discoloration",
10035,"Kate Somerville Moisturizers",,,,,,,"Water/Aqua/Eau, Stearic Acid, Cetearyl Alcohol, Ceteareth-20, Glycerin, Isopropyl Myristate, Isocetyl Stearoyl Stearate, Dimethicone, Cyclopentasiloxane, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Orbignya Oleifera Seed Oil, Cannabis Sativa Seed Oil, Squalane, Cholesterol, Urea, Sodium PCA, Cetearyl Alcohol, Macadamia Ternifolia Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Silk Powder, Tribehenin, Triethanolamine, Xanthan Gum, Butylene Glycol, Tocopheryl Acetate, Allantoin, Trehalose, Citrus Grandis (Grapefruit) Peel Oil, Ascorbyl Palmitate, Ceramide 2, PEG-10 Rapeseed Sterol, Triacetin, Copper PCA, Polyquaternium-51, Sodium Hyaluronate, Palmitoyl Oligopeptide, Disodium EDTA, Citric Acid, Sodium Benzoate, Potassium Sorbate, Chlorphenesin, Fragrance (Parfum), Hexyl Cinnamal, Butylphenyl Methyl Propional, Limonene
",,No,,"5 Fl. Oz.","Anti-Aging, Anti-Aging & Acne, Discoloration",
10009_Nourish,"Kate Somerville Moisturizers",,,,,,,"Water/Aqua/Eau, Ethylhexyl Palmitate, Glycerin, Glyceryl Stearate, PEG-100 Stearate, Myristyl Myristate, Butylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Adenosine, Tocopherol, Retinyl Palmitate, Tetrahexyldecyl Ascorbate, Lavandula Angustifolia (Lavender) Oil, Helianthus Annuus (Sunflower) Seed Oil, Camellia Oleifera Leaf Extract, Citrus Aurantium Dulcis (Orange) Oil, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Zingiber Officinale (Ginger) Root Extract, Phenoxyethanol, Cetearyl Ethylhexanoate, Decyl Oleate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Aminomethyl Propanol, Ethylhexylglycerin, Disodium EDTA, Citric Acid, Carbomer, Polysorbate 20 ","combination skin, evens overall skin tone, reduces crow's feet, reduces expression lines, reduces fine lines and wrinkles, sensitive skin",No,,No,"Anti-Aging, Sensitive",
10009,"Kate Somerville Moisturizers",,,,,,,"Water/Aqua/Eau, Ethylhexyl Palmitate, Glycerin, Glyceryl Stearate, PEG-100 Stearate, Myristyl Myristate, Butylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Adenosine, Tocopherol, Retinyl Palmitate, Tetrahexyldecyl Ascorbate, Lavandula Angustifolia (Lavender) Oil, Helianthus Annuus (Sunflower) Seed Oil, Camellia Oleifera Leaf Extract, Citrus Aurantium Dulcis (Orange) Oil, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Zingiber Officinale (Ginger) Root Extract, Phenoxyethanol, Cetearyl Ethylhexanoate, Decyl Oleate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Aminomethyl Propanol, Ethylhexylglycerin, Disodium EDTA, Citric Acid, Carbomer, Polysorbate 20 ",,No,,"1.7 Fl. Oz.","Anti-Aging, Sensitive",
10101,"Kate Somerville Moisturizers",,,,,,,"Water/Aqua/Eau, Ethylhexyl Palmitate, Glycerin, Glyceryl Stearate, PEG-100 Stearate, Myristyl Myristate, Butylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Adenosine, Tocopherol, Retinyl Palmitate, Tetrahexyldecyl Ascorbate, Lavandula Angustifolia (Lavender) Oil, Helianthus Annuus (Sunflower) Seed Oil, Camellia Oleifera Leaf Extract, Citrus Aurantium Dulcis (Orange) Oil, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Zingiber Officinale (Ginger) Root Extract, Phenoxyethanol, Cetearyl Ethylhexanoate, Decyl Oleate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Aminomethyl Propanol, Ethylhexylglycerin, Disodium EDTA, Citric Acid, Carbomer, Polysorbate 20 ",,No,,"5 Fl. Oz.","Anti-Aging, Sensitive",
10095,"Kate Somerville Exfoliators",,,,,,,"Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)",,No,,"2 Fl. Oz.","All Skin Types, Anti-Aging, Anti-Aging & Acne, Discoloration, Dry, Oily",
10096,"Kate Somerville Exfoliators",,,,,,,"Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)",,No,,"5 Fl. Oz.","All Skin Types, Anti-Aging, Anti-Aging & Acne, Discoloration, Dry, Oily",
